Person;Affiliation;PrimaryKey
Shri Shakti Pratap Singh; Local Correspondent Aaj Hindi Dainik;434
Shri Dilbar Gothi; Metro Editor Navbharat Times;435
S/Shri Deepak Gothi;of Bandematram Press;435
Taj Gothi;of Bandematram Press;435
Shri Raj Bahadur Yadav; Photographer Hindustan;436
Chief Editor; Vashisht Times;438
Shri Ravi Shankar Shukla; Divisional General Secretary Chhattisgarh Shramjivi Patrakar Sangh;440
Shri Omprakash Baghel; Chief Editor Dunia Ek Nazar Mein;441
Shri Avdesh Kumar Verma; Correspondent Swatantra Bharat;443
Shri Keshav Dutt Chandola; Publisher Nagraj Darpan;445
Shri Satish Kumar Arya; Editor Prem Vani;446
Deputy Director; Information and Public Relations Department;446
Shri Prabodh Jamwal; Publisher The Kashmir Times;448
The Director; DAVP;448
Shri Prabodh Jamwal; Publisher The Jammu Prabhat;449
The Director; DAVP;449
Shri Prabodh Jamwal; Publisher The Kashmir Times;450
The Director; DAVP;450
Shri Rakesh Kumar; Sector Magistrate Sharda Nagar Presently Assistant Engineer Irrigation Department;451
Shri Prabhakar Shukla; Chief Editor Detective Media;452
Shri Sanjay Singh; Block Development Officer;452
Shri Tapesh Kumar Basu; Editor Halfil Khabor;453
Director of Information; Department of Information & Cultural Affairs;453
Commissioner; Municipal Council;454
Barmer; Department of Local Bodies;454
Director; Department of Local Bodies;454
Dr. Sajal Basu; Chief of News Bureau;455
Director; Department of Information & Cultural Affairs;455
Shri Jasbir Singh Sukhija; Chief Editor / Publisher / Printer / Proprietor Dashmesh Pita;456
Shri Ishwar Singh; District Public Relations Officer Government of Punjab;456
Shri Leeladhar Peepal; Editor Hatras Gaurav;457
District Additional Information Officer; I&PRD;457
Shri Syed Mujaddid Hasan; Editor Akbar Times;458
Director; I&PRD;458
Shri T. Koti Reddy; Secretary Hyderabad Union of Journalists;459
Sh. K. Narendra; Editor The Daily Pratap;461
Sh. Avanti Lal Jaiswal; Representative Weekly Sputnik;463
Chief Editor; Dainik Rajiv Times;464
District Magistrate;and Police authorities Government of M.P.;464
Smt. Rukmani Pawar; publisher Dainik Pathakhera ka Saput;466
Sarani po-lice; Govt. of M.P.;466
Sh. Manni Lal Gupta; correspondent Navyug Satyam;467
Agriculture Officer; Govt. of U.P.;467
Sh. Komal Chand Verma; Correspondent/ Secretary U.P. Shramjivi Patrakar Union;468
Sh. Shashi Bhushan; Zonal President All India Small News-papers Association;469
Sh. Rajpal Singh;editor Ganesh Times;470
Sh. Kasim Rizvi; Ed-itor Sugam Samachar;471
Dy. Di-rector; Fishery Deptt.;471
Shri Kasim Rizvi; correspondent Blitz;472
Dy. Di-rector; Fishery Deptt Govt of U.P.;472
Chief Editor;of Chardikala;473
Sh. R. Shanmuga Raj; Editor and Publisher Puthiya Jananayagam;474
Sh. K.P. Srivas; Bilaspur correspondent Weekly Hindi/Urdu Action;475
Editor; Prateek Times;476
Sh. V.G. Theodore; Freelance Journalist;477
General Secretary; Goa Union of Journalists;479
Sh. Subhash Jain; Ad-vocate and Editor  Aaj Ki Janata;480
Sh. Shankar Lal Saini; District correspondent;481
Sh. Joginder Singh Bisht;based correspondent. of Navbharat Times;482
Sh. Brijendra Kumar Mishra; Journalist Baharaich Mail;485
Sh. Ajay Kumar Bose; Correspondent Madhyaken Weekly;486
Sh. Shravan Gaurav; Na-tional Vice-President Small Press Association of India;486
Sh. Savika Dharampal; Publisher and Editor Daily 'Savika;487
Sh. Naveen Kumar Sharma; Journalist Dainik Udgaar;489
Sh. Ramesh Sahu; Chief Editor  Hindu Ki Garjana;490
Dr. A.S. Khan; Editor  Jag Bharat Times;491
Pt. Vasudev Sridhar Desai; Working Journal-ist;492
Editor; Daily;494
Akash Marg; Daily;494
Editor; Inkisaf;496
Sh Vijay Kumar Jha; correspondent Patliputra Times;497
Sh. Prabir kumar Sarkar; Editor  Coal Field Times;500
Sh. Prem Prakash;Gen-eral Secretary News Cameramen's Association;501
Sh. Prem Prakash; Gen-eral Secretary News Cameramen's As-sociation;502
Sh. Narayan Das Maurya; Editor Samanata Weekly;504
Sh. C.S. Dev; Chair-man Bihar Non Daily Newspapers Union;505
Sh. Bal Krishan Verma; Chief Editor Swaran Darpan;506
Sh. D.P. Singh; Deputy Direc-tor National Soil Conservation (Agriculture) Directorate;506
Editor; Mazdoor Morcha;507
Sh. Aziz Jhansvi; Editor daily Inkishaf;508
Editor; Bhilai Times;509
Dr. Rajjab Khan; Edi-tor Publisher & Owner daily Fauladi Kalam;510
Sh. Ramesh Chandra Aggarwal;of Dainik Bhaskar;511
Sh. Baburam Bansal; Convenor Punjab Journalist Union;512
Sh. Babu Ram Bansal; Convenor Punjab Journalists Union;513
Chairman; Nagar Palika;515
Sh. C.S. Dev; Chair-man Bihar non daily Newspaper Union;517
Chief Public Relations officer; Northeast Frontier Railway;517
Sh. Satish Kumar;Editor  Mazdoor Morcha;518
Officer;of M/s.Maruti Udyog Ltd.;518
Chief Executive; Murasoli;520
Sh. Sayed Shabihul Hassan;Editor/Publisher Shaboroze weekly;522
Sh. B.S. Malwa; Chief Editor Amar Kiran;523
Joint Convenor; Joint Action Committee of Jour-nalists;524
Shri Satu Roy; Gen-eral Secretary Karimganj Press Club;525
Sh. Satubha Kanubha Vaghela; Editor Surendranagar Times;527
Shri Bhau Saheb Kadam; Editor Dainik Sindhudurg Samachar;528
Shri Chandrashekhar Dev; Chief Editor Yuva Prayas;529
Shri Satish Kumar; Mazdoor Morcha;530
Shri Shabuddin Khan Saify; Qamar Express;531
Shri P.C. Jain; Editor-in-Chief The Page;532
Shri Suraj Prakash Malik; Editor Suraj Kesari;533
District Manager; Telecommunication;533
Shri Amit Prakash Aggarwal; Chief Editor  Hapur Uday;535
residents;of Unnao (in connivance with the local police;537
Shri Vinod Kumar Nayak; Editor Jhansi Apradh Samachar;539
Dr. Banwari Lal; Assistant Income Tax Commissioner;539
Shri Pramod Kumar Srivastava; Special Correspondent News Gleyer Times;540
Sub-Inspector;and Constable of City Police Station;540
Shri Rajpal Singh; Editor Saptahik Vichar Prahari Times;544
police constables;of Sardhana police station;544
Shri Rajender Kumar Pandeya; Publisher Megadh Ki Awaz;546
Shri Raj Vallabh Yadav; Local MLA;546
Shri Satyanarayan Sharma; Consultant Editor Daily Din Raat;548
Sh. Mahesh Choudhari; Chief Editor Chamba Malav Express;549
Sh. Mahesh Choudhari; Chief Editor Chamba Malav Express;550
Shri Govind Rai; Chief Editor Shilalekh;551
Shri Subhash Singh Thakur; Publisher/Editor Patrakara Ankushika;552
Shri Rajesh Dubey; Editor Publisher Owner Dehakte Hui Samachar;553
Shri Ramesh Kumar Upadhyay; Chief Editor Bundelkhand Prahari;554
Shri Ram Kishan Tripathi; LDC;554
Chief Editor; Kanchan Express;556
Sh. Anil Kumar Sharma; Editor/Publisher Swatantra Shahadra Mail;557
President; Banga Employees Union;559
Sh. Prem Chand. Pandey; Editor Champaran Visphot;561
Santosh Kumar Pritam; Treasury Officer;561
Sh. Narayan Prasad Nayara; Editor/Publisher Kishan Ganj Express;563
Ms. Namita Tewari; Correspondent The Hindustan Times;564
Shri Pramod Kumar Sharma; District Correspondent Dainik Suhag Times;567
Sh. Arun Kumar Sharma; Editor Roshni Aur Parda Weekly;568
Shri S.M.A. Kadri; Editor Pratikshan Times;569
Shri O.P. Pandey; Ghar Ghar Ki Laaj;571
Chief Editor; Ghar Ghar Ki Laaj;571
Mr. Nawab Ali Khan; Editor Haath Ka Pathar;572
Mr. Raja Ram Katiyar; Conductor working in Farukhabad Depot Transport Corporation;572
Shri R.C. Likhariya; Managing Editor Bharat Apradh Samachar;573
The Executive Engineer; Small Irrigation Division;573
Shri Manmohan Singh Lakhera; General Secretary & Pres-ident Doon Press Club;574
Sh. Pratap Singh Parwana; General Secretary & Pres-ident Doon Press Club;574
Shri Umesh Chander Srivastava; District President Gramin Patrakar Association;575
Dr. Om Prakash;'Prakash' Editor Elan-E-Tikait;577
Shri Lalji Bharmer; Officiating Editor Rashtriya Chinha;578
Abha Singh; Police Superintendent;578
Shri Dhirender Vidyarthi; Hindustan;579
Staff Correspondent; Hindustan;579
Shri Rajender Bhardwaj; Correspondent Dainik Tribune;580
Shri Mohan Nagpal; Editor The Pilot;581
Chief Secretary; govt. of punjab;581
Miss Afshan Sheikh; Press Correspondent Hind Samachar Group of Newspapers;582
Shri P. Dutta Bhaumik; News Editor Dainik Sambad;584
Shri Ved Prakash Malik; President All India Small & Medium Newspapers Federation;585
Shri Rakesh Jariwala; Commercial Editor Indian Tender & Auction Mail;587
Shri Praveen Kumar; Editor Justice & Law;588
Shri Ramesh Sehgal; IPS;588
Shri M. Jameel Akhtar; District Correspondent;589
Shri Sushil Kumar Bagi; Correspondent Prabhat Khabar;590
Vice President; Adhisuchit Kshetra Samiti;590
Ms. Anasuya Nanda; Editor Sansar;591
Shri K.C. Chaudhuri; Columnist P.O. Kanjaban Town-ship;592
Shri Om Prakash Agarwal; Editor Yuwa Samuh;594
Shri M. Shoaib Ahmed Kannauji; Executive Editor Roshan-E-Vatan;595
Shri N.D. Sharma; General Secretary Patrakar Parishad;597
General Manager;and PRO National Fertilizer Ltd.;597
Shri N.D. Sharma; Editor Diplomat International;598
Shri Jainarayan Saxena; Publisher & Editor Mazdoor Chetna;601
Shri C.S. Kalra; Ed-itor University Today;602
Director; Central Institute of Higher Tibetan Studies;602
Shri Ashok Kumar; Managing Director Samachar Samvad;603
Dr. Sayeed Ahmed; Representative Janvarta;604
Shri Kanti Swaroop Bandhu; Editor/Owner Aligarh Mail;606
Deputy Director; I&PRD;606
Shri Chittoriya; SDO;607
Shri Kazim Rizvi; Printer & Publisher & Editor Akhri Mughal;608
Shri A.K. Chaurasiya; Chief Editor Nav Prabhat Times;609
Secretary; Public Relations Department;609
Shri Khalik Mansoori; Chief Editor Avantika Herald;610
Director; I&PRD;610
Shri Virendra Kumar Mittal; Chief Editor Indore Herald;611
Dr. Majid Hussain; Editor Daily Urdu Action;612
Editor; Hindi weekly;613
Pipariya Prakash; Hindi weekly;613
Chairman; Special Area Development Authority;613
Editor; Hindi weekly;614
Pipariya Prakash; Hindi weekly;614
Shri Triyogi Narayan Sharma; Publisher & Chief Editor Dainik Udgar;615
Shri Uttam Chandra Sharma; Accreditated Journalist UNI;616
Shri Ahmed Bharti; Editor Sabir Times;617
Shri D.B. Kaushik; Editor Ubhaynishat;618
Shri Ravinder Panchal; Correspondent Dainik Lok Sarthi;619
Shri Pradeep Kumar; President Kashi Patrakar Sangh;620
Shri Purushottam Singh Thakur; Publisher Printer Editor The Jan Madhyam;622
Shri Janki Prasad Dhasmag; Ex-Secretary Sharamjivi Patrakar Union;623
The Pres-ident; Cantt. Board;623
Shri Subodh Kumar Sharma; Part-time Correspondent Dainik Hindustan;624
Shri Dinesh Kumar Bhardwaj; Editor Dainik Purab;625
City Magistrate; Trans-Gomti Press Department Collectorate;626
Dr. Birendra Prabhakar Dabral; Bureau Chief/Editor Dainik Badri Vishal;628
Editor; Pilibhit Times;629
Shri Krishna Kumar; Editor Aakhiri Andolan;630
Dr. Sukesh Sharma; District Convenor All India Journal-ist Society;631
Director; I&PRD;632
Shri Kamlesh Kumar; DIO;634
Director Information and Dy. District Information Officer; U.P.;635
Editor; Mashal-E-Azadi;636
Director; I&PRD;636
Jathedar Harpal Singh; Chairman Punjabi Patrakar Forum;637
Sh. Balbir Singh Beer; Member Press Accreditation Committee;637
Secretary/Director; Information & Public Relations Department;639
Shri N.K. Aye; Editor Hill Express;640
Shri Debashis Mitra; Special Correspondent The States-man;641
Shri B.M. Sharma; Member PCI;642
Chair-man; RSEB;642
Chief En-gineer; Indira Gandhi Canal Project;647
Shri R. Rajagopalan; Chief of Bureau Vaartha a Telegu;652
Shri Rajendra Prabhu; President National Union of Jour-nalists (India);654
Sh. K. C. Sharma; Chief Editor  Thunder Mail;657
Colonel U.S. Rathore; Commandant Remount Training School & Depot;657
editor; Rajasthan Patrika;658
Sh. Krishan Dev Pan-dey; Nutan Kahaniyan;659
editor; Barmer Express;660
Sh. Gulshan Mahajan; editor  Skeptics India;661
Shri P.S. Chopra; Chief Reporter  Skeptics India;662
Dr. Kewal Singh; Jour-nalist;663
Sh. Ashok Ahuja; Chairman District Press Club;664
Sh. R. K. Vishwakarma; Representative UNI (Varta);664
Sh. K.C. Gupta;(Executive Engineer of P.H.E. Department.;664
Chief Editor; Hilton Times;665
Sh. Ashok Kumar Mahawar; sub editor of Dainik Malwa Kranti;666
Sh. Babulal Jain; the then Commerce Minister Govt. of M.P.;666
Sh. Radhey Shyam Bhakta; correspondent Hindustan Samachar Samiti;667
Sh. Umesh Chandra Srivastav; correspondent Swatantra Bharat;668
Sh. O.M. Verma; Manager Govind Sugar Mills Ltd;668
Sh. Rajesh Bajpai; Distt. correspondent  Swatantra Chetna;669
Sh. Lalit Kumar Suman; Chief Editor  Ugna Times;670
General Secretary; Bihar Working Journalists Union;671
Sh. Pawan Maru; Editor  Ranchi Express;672
Editor in-charge; an Assamese Weekly;674
Agnigar; an Assamese Weekly;674
Sh. Pathik Guha; Secretary Press Club;675
Shri Dhaniram Shiv-hare; Journalist  Daily Acharan;676
Sh. Chandramani Raghuvanshi; editor  Bijnor Times;678
BJP MLA; and police authorities;678
Sh. Shishir Kumar Gupta; Owner & Publisher of Daily Urdu Evening;679
Editor; Hindi Weekly;680
Sh. Raj Kumar Raj;Bijnor based reporter of Aaj;682
Sh. Om Aggarwal; President M.P. Aanchlik Patrakar Sangh;684
Sh.Om Prakash Chaturvedi; Journalist  Dainik Bhaskar;685
Sh. Amar Kumar; Editor  Nitya Shakti Times;686
Sh. Ram Kumar Singh; Correspondent of Dainik Karmyug Prakash Gursarai;687
Sh. Vijay Jain; Chief Editor  Lok Abhivyakti Swar;688
Sh. Surender Rana; Editor  Hind Haryali;689
Sh. Ishwar Chandra Tripathi; Chief Editor  Tung Bharat;690
Chief Editor; Malwa Samachar;691
Public Relations Officer; N.E. Railway;692
Editor; Barmer Express;693
Shri Hemant Kumar Vishnoi;office correspondent Nav Bharat Times;694
Sh. Ajit Kar; Editor  Ganasikhsa;695
Sh. Prabir Kumar Sarkar; Editor  Vishan;696
Sh. Shriram Saxena; Publisher/Editor  Moradabad Vikas;697
Distt. Information Officer;and Distt. Magistrate;697
Sh. Ramesh Chandra Mishra; General Secretary Keonjhar District Working Jour-nalists Association;698
Shri Satya Prakash Bhatnagar; Editor/Publisher Mamta Ke Rishte;699
Sh. B Ramachandra Adityan; Managing Editor  Malai Marasu;700
Sh. Vattiyoorkavu Madhu; Managing Editor  Kairaliprasham;701
Printer; 'The Staunch' English weekly published from Silchar & Gawahati;703
Publisher; 'The Staunch' English weekly published from Silchar & Gawahati;703
Owner; 'The Staunch' English weekly published from Silchar & Gawahati;703
Editor; Apni Ranchi;704
Manager; Meerut edition;706
Amar Ujala; Meerut edition;706
Shri Viresh Kumar Shukla; Correspondent Hindustan;709
Shri Ramesh Tiwari; Special Correspondent Samaj Ki Bhumika;710
Shri Gopal Upadhyaya; Correspondent Dainik Jagran;711
Shri Naval Kishore Sharma; Editor Janta Ki-Kiran;712
Divisional Development Officer-cum-Executive Officer;and Police Authorities of Bihar;712
Shri Raees Ali Siddiqui; Editor Bharat Nepal Times;714
Smt. Usha Dwivedi; Wife of AIR & UNI;715
Shri Rajender Dwivedi; Correspondent AIR & UNI;715
Thakur Tabbu; Editor Insaf Ki Batein;716
General Manager; Shrawasti Kissan Sahakari;716
Shri Riyazuddin; Correspondent Dainik Hindustan;717
Shri Gurmail Kumboj; Insaniyat;719
Singh Chief Editor; Insaniyat;719
Shri Navdeep Singh Sidhu; Tehsildar Naib Jagraon;719
Shri Balbir Singh; Clerk West Ludhiana Tehsil;719
Shri Harjit Dua; Accredited Freelancer Journalist;720
Shri Harjinder Singh Painter;and the Police Authorities;721
Shri Vaishya Ramkumar Gupta; Chief Editor Vaishya Lehar;722
Project Director; District Corporation Development Authorities;722
Shri Sultan Shaheryar Khan; District Correspondent The Pioneer;723
Shri Nerpendra Kumar; Chief General Manager Northern Coalfields Ltd.;723
Shri Rajendra Kumar Gupta; Editor Dharamyudh aur Sansani;725
Shri Ram Khelavan Bhartiya; Chief Editor Chaturanan;726
Shri Khurshid Alam; Correspondent Bhaskar Darshan;727
Shri Salek Chand Verma; Correspondent of Rashtriya Sahara;727
Shri Upendra Pal Singh 'Pawan'; Editor Surya Ka Ujala;729
Prof. Mungaram Tripathi; Chief Editor Bharashtachar Niyantran;730
Shri S.K. Navratan; Publisher;731
Shri S.S. Mehta; Secretary General Bihar Non-daily Union;732
Director; the Managing Bihar Marketing State Agriculture Council;732
Shri Arvind Correspondent; Sputnik;733
Shukla; Sputnik;733
Shri Sanjeev Kumar Saxena; Editor Dharti Dhuan;734
Shri Thakur Manoj Kumar 'Manojanand'; Swadesh Sukhad Sandesh;735
Shri Surendra Agarwal; Chief Editor Surya Jagran;736
Shri Ramesh Pokhriyal Nishank; the then Cabinet Minister;736
Shri Surendra Agarwal; Chief Editor Surya Jagran;737
Shri Chandramani Raghuvanshi; Publisher/Printer Bijnor Times;739
Shri S.N. Lal; National President North India Journalist Welfare Association;740
Shri Amarnath Seth; District Correspondent Punjab Kesari;741
Shri S.P. Sagar; Editor Shubham Weekly;743
Sh. Prem Prakash; Editor Dainik Nai Vidya;744
Ms. Rajeshwari; Dainik Jagran;746
Shri Prem Sharma; Journalist Nav Bharat Times;746
Sh. S.P. Sabherwal; Editor Himachal Star;748
Sh. Shishir Gupta; Publisher Kahan Sunon;749
Janapriya Jyoti; Editor Kahan Sunon;749
Sh. Vishnu Rai; General Secretary Tehsil Patrakar Sangh;753
Sh. Anil Kumar Nayyar; Correspondent Rashtriya Sahara;754
Sh. Shyam Sunder Tripathi; 'Chini' Correspondent Bakevar;755
Dainik Rakesh; Bakevar;755
Sh. Gopal Mohan Sharma;and Local Police;755
Sh. Lokesh Kumar;Gupt. Correspondent Swatantra Bharat Dainik;756
Sh. Mahesh Kumar Patwari; Correspondent Hindustan Dainik;758
Sh. Shrikant Singh; General Secretary U.P. Rural Journalist Welfare Committee;759
Sh. Mohd. Aslam Babu; Banda Tahazeeb;760
Chief Editor; Banda Tahazeeb;760
Sh. Muttaki Raza; Central Nazir of District Judges;760
Ms. Sarvesh; Freelance Photo Journalist;761
Dr. Amol Ranjan; Ranchi Mental Hospital;761
Sh. Salauddin;" Warden; (iii) Kanke Police Station";761
Policeman Hulsit Mishra;of Kanke Police Station;761
Swami Gopeshwaranand; Chief Editor Karmayog Mimansa;762
Sh. Chandra Shekhar Dev; Publisher Yuva Prayas;763
Sh. Kalka Prasad Shivhare; Accredited Correspondent Jai Swatantra Bharat;764
Sh. Khaliq Mansoori; Chief Editor Avantika Herald;765
Dr. P.S. Yadav; Chief Editor Dhata weekly;766
Dr. P.S. Yadav; Chief Editor Dhata Weekly;767
Sh. Ramcharan Mali; Chief Editor Varanasi Express;769
Director; I & PRD;769
Editor; Bharat Bhoomi;771
Sh. Komal Chand Verma; Mirzapur Press Club;772
Pt. Sanjib Narayan Dass; Editor August 4 1998 Joyotish Phalak;773
Director, I&PRD; Government of Assam;773
Sh. Basudeb Paul; Editor Gangeyabarta;775
Dr. Dayashankar Tiwari; General Secretary U.P. Working Journalists Union;777
Director; I&PRD U.P.;777
Sh. Zaki Ullah; Editor Gul Hai Khandan;778
Sh. Umashankar Patwa; Chief Executive Editor Swarnim Bharat;780
Sh. Subodh Kumar Sharma; Secretary Hathras Press Club;781
Sh. Prem Lal; the then District Information Officer;781
Director; I&PRD;782
Sh. M.A. Saifi; Editor Tanzeem-E- Hind;783
Sh. Rajiv Pandey; Corres-pondent Workers Herald;784
Sh. Suresh Verma; Organiser Saptahik Samacharpatra;786
Sh. Dinesh Awasthi; Editor Weekly Sputnik;787
Commiss-ioner; Central Excise;787
Sh. Prakash Chhajed; Janmat Times;788
Chief Editor; Janmat Times;788
Sh. Rajnish Pandey; Publisher Media House;789
Dr. Majid Hussain; Editor Urdu Daily Action;790
Sh. C.V. Awaz; Editor-in-Chief J.K. Date Line;792
Sh. Satish Kumar; Editor Mazdoor Morcha;793
Sh. Ajay Shankar; Editor Mirzapur Times;794
Sh. Brajeshwar Prasad Singh; Correspondent of PTI;795
Director I&PRD; Government of U.P.;795
Sh. Mohan Swaroop Bhatia; Journalist;796
Director; I&PRD;797
Editor; Gaya Samachar;798
Sh. Nirmal Kumar; Editor Nehru Gazette;799
Sh. Bauri Bandhu Maharana; Correspondent-cum-Journalist Eastern Press Agency;800
Director; I&PRD;800
General Manager; Telecommu-nication;801
Sh. Mukut Behari Lal 'Navratan'; State President All India Small & Medium Newspapers Federation;802
Sh. Rajesh Kumar Dubey; Dehakte Huye Samachar;803
Shri P.C. Jain; Sr. Journalist The Page Tender Journal;804
Ms. Shakuntala Shukla; Editor Dainik Unnao Times;805
Vice President; Unnao Shuklaganj Development Authority;805
Dr. Kumar Pradhan; Editor Sunchari Samachar;806
Shri H.K. Dua; PUCL;808
Shri Surender Rana; Editor Hind Hariyali;809
Shri Ved Gupta; Editor Doon Ujala;810
The Station House Officer; Dehradun Cantt. Police Station;810
Shri Atul Kumar Maheshwari; Editor Amar Ujala;811
Shri Vijay Singh; Sr. Superintendent of Police;811
Shri Hardwari Lal Gupta; 'Vivadi' Chief Editor Jan Atma;812
Shri Pradeep Kumar Jain; Journalist Amar Ujala;813
Shri Anil Shukla;(Journalist) special correspondent Dainik Sanskritik Kranti;814
Shri Amar Dutt Misra; Superintendent of Police;814
Editor; Nakheeran;815
Shri Rajan Chellapa; Ex-M.P.;815
Shri B S Parwana; Owner Printer and Publisher Veer Parwana Times;818
Shri Naresh Shishodia, Jr; Engr. GDA;821
Shri Vijay Kumar Bavara; Journalist Patliputra Times;822
Shri Mahavir Jain; Editor Marulahar;825
Shri Rajkumar Jain; Editor Dainik Raj India;826
Shri Shankarlal Saini; Chief Editor Jang-E-Jawan;827
Registration Clerk; Tehsil Office;827
Shri Laxman Singh; Journalist and Correspondent of Rashtradoot;828
Shri Ved Prakash; Editor & Publisher Dholpur Chitran Weekly;829
Shri Jagdish Prasad Sharma; Chief Editor Kalyug Mein Jyoti' Beawar;830
Shri Harjeet Dua; Editor Yuvapukar;832
Shri Mohan Nagpal; Editor Daily Pilot;834
Shri Satish Kumar; Editor Mazdoor Morcha;835
Shri Arvind Kumar Shukla; Correspondent Dainik Amar Ujala;836
Shri Vijay Vedant; Secretary District Journalist Association;837
Shri Bal Kishan Gupta; Agent/Representative Daink Jagran;838
Shri Dhaniram Shivhare; Journalist Muraina;839
Dainik Swadesh Achran; Muraina;839
Shri Sudhir Kumar Sharma; Jr. Engineer Electricity Deptt. Muraina;839
Smt. Tara Singh; Chief Editor Nav Vihan;841
Shri Prakash Dubey; City Police Superintendent;841
Shri Prem Kumar Gupta; Editor Bhrashttantra Weekly;842
Smt. Yasmeen Shahid; Owner Ganga O-Jaman Ka Tarjuman;843
Director; I&PRD;843
Shri Yadupal Saran Agrawala; Owner Printer Publisher Editor Swatantra Doot Dainik;844
Shri Yadupal Saran Agrawala; Owner Printer Publisher Editor Swatantra Doot Dainik;845
Shri Yadupal Saran Agrawala; Owner Printer Publisher Editor Swatantra Doot Dainik;846
Shri Yadupal Saran Agrawala; Owner Printer Publisher Editor Swatantra Doot Dainik;847
Nellai Kadiravan; Tamil Daily;848
Shri Madan Lal Pahwa; Chief Editor Rashtra Chhaya;849
Shri Jagdish Chandra; Chief Editor Yug Sewa;850
Shri LC Bhartiya; President Rajasthan Unit;851
Shri Rajmal Singh; Member Press Council of India;851
Shri B M Sharma; Member Press Council of India;851
President; Nav Chetna Patrakar Sangh;852
Director; Information & Public Relations Department;852
Shri Dhanpat Rai Khanna; Editor Dosti Ka Sandesh;853
Director, I&PRD; Govt. of Rajasthan;853
Shri Gayaprasad Bansal; Chief Editor Desh Ki Dharti;854
Smt. Krishna Soni; Editor and Publisher Jugalbandi Ka Jadu;855
Director; Information & Public Relations Department;855
Shri D K Trivedi; Editor Shyam Anugrah;856
Shri Krishan Soni Azad; Editor Seema Ki Lalkar;857
Director; I&PRD;858
Shri G S Labana; Editor Rajyadesh Ajmer;859
Shri Tarachand Chhajed; Managing Editor Shreyans Weekly;860
Shri Vikram Singh Bedi; Chief Editor Jaswant Jeet Jyoti;862
Director; I&PRD;862
Shri Radha Krishan Sharma; Reporter/District correspondent The Pioneer;863
Chief Editor;& Management of the newspapers D.M. Etah;863
Shri S I Ahmed; Chief Editor Sabz Chehra;864
Shri TE Raghavan Simhan; Chief of Bureau Newstime;865
General Secretary; Bihar Journalists Union;867
Shri Dr. Hafiz Majid Hussain; Chief Editor Daily Urdu Action;868
President; Secretary & M.P. Legislative Assembly;868
